,Paper,Material,Property,Value,Unit
1965,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,unknown,JSC,13.3,N/A
1966,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,"PBBT-FBT),",PCE,6.5,%
1967,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,PBBT-NTz,FF,0.57,N/A
1968,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,PBBT-NTz,JSC,13.3,mAcm−2
1969,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,TRMC,PCE,1,N/A
1970,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,unknown,PCE,4.5,%
1971,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,PBBT-NTz,VOC,0.86,V
1972,266 ACS Appl. Mater. Interfaces 9 (2017) 37702-37711.pdf,TRMC,PCE,2.5,%
1973,267 c3ta15291j.pdf,PBDTT–FID:PC61BM(1:2,JSC,9.40,mAcm
1974,267 c3ta15291j.pdf,PBDT–IBTI,PCE,6.41,%
1975,267 c3ta15291j.pdf,PBDT–IBTI,FF,71,%
1976,267 c3ta15291j.pdf,HOMO,VOC,0.5,V
1977,267 c3ta15291j.pdf,unknown,JSC,11.71,mAcm
1978,267 c3ta15291j.pdf,PBDT–IBTI:PC61BM,PCE,6.41,%
1979,267 c3ta15291j.pdf,PBDTT–FID:PC61BM(1:2,PCE,3.0,%
1980,267 c3ta15291j.pdf,PBDTT–FID:PC61BM(1:2,FF,0.66,N/A
1981,267 c3ta15291j.pdf,PBDTT–FID:PC61BM(1:2,VOC,0.71,V
1982,267 c3ta15291j.pdf,unknown,VOC,0.77,V
1983,267 c3ta15291j.pdf,unknown,FF,71,%
1984,268 ma401691r.pdf,P3TI,PCE,6.3,%
1985,268 ma401691r.pdf,PMIM:PC61BM(1:1)fabricated,FF,22,%
1986,268 ma401691r.pdf,PMIM:PC61BM(1:1)fabricated,JSC,0.55,mA/cm2
1987,268 ma401691r.pdf,P3TI,FF,0.70,V
1988,268 ma401691r.pdf,unknown,JSC,10,%
1989,268 ma401691r.pdf,PMIM:PC61BM-based,VOC,0.73,V
1990,268 ma401691r.pdf,PBDTA-MIM-based,PCE,5,%
1991,268 ma401691r.pdf,unknown,PCE,0.59,%
1992,268 ma401691r.pdf,PMIM:PC61BM-based,JSC,6.24,mA/cm2
1993,268 ma401691r.pdf,PC61BM-based,FF,0.71,V
1994,268 ma401691r.pdf,PMIM:PC61BM-based,FF,36,%
1995,268 ma401691r.pdf,PMIM:PC61BM(1:1)fabricated,VOC,0.78,V
1996,268 ma401691r.pdf,PMIM:PC61BM(1:1)fabricated,PCE,0.09,%
1997,269 Ma_et_al-2014-Advanced_Energy_Materials.pdf,PBDT-BTI,PCE,7.3,%
1998,269 Ma_et_al-2014-Advanced_Energy_Materials.pdf,PBDT-BTI,PCE,7.0,%
1999,269 Ma_et_al-2014-Advanced_Energy_Materials.pdf,PBDT-BTI,PCE,7.31,%
2000,270 acs.chemmater.5b03197.pdf,PBDT-IIG:PC71BM,PCE,5.86,%
2001,270 acs.chemmater.5b03197.pdf,PC71BM/MoO3,PCE,10,N/A
2002,270 acs.chemmater.5b03197.pdf,unknown,PCE,8.0,%
2003,270 acs.chemmater.5b03197.pdf,PBDT-TIIG:PC71BM,PCE,2.55,%
2004,270 acs.chemmater.5b03197.pdf,PBDT-TIIG:PC71BM,FF,57.2,%
2005,270 acs.chemmater.5b03197.pdf,PBDT-IIG:PC71BM,JSC,10.48,mAcm−2
2006,270 acs.chemmater.5b03197.pdf,PBDT-TIIG:PC71BM,VOC,0.38,V
2007,270 acs.chemmater.5b03197.pdf,PBDT-IIG:PC71BM,VOC,0.85,V
2008,270 acs.chemmater.5b03197.pdf,PBDT-TIIG:PC71BM,JSC,11.74,mAcm−2
2009,270 acs.chemmater.5b03197.pdf,PBDT-IIG:PC71BM,FF,65.8,%
2010,271 c3cc47677d.pdf,PBDTT–FID,PCE,7.04,%
2011,271 c3cc47677d.pdf,PNFBr,PCE,7.04,%
2012,271 c3cc47677d.pdf,PNFBr,VOC,0.92,V
2013,271 c3cc47677d.pdf,PNFBr,FF,0.68,N/A
2014,271 c3cc47677d.pdf,PBDTT–FID,PCE,5.52,%
2015,271 c3cc47677d.pdf,PBDTT–ID,JSC,8.95,mAcm-2
2016,271 c3cc47677d.pdf,PBDTT–FID:PC71BM(1:2,FF,0.61,N/A
2017,271 c3cc47677d.pdf,unknown,PCE,1.76,%
2018,271 c3cc47677d.pdf,PBDTT–ID,PCE,4.76,%
2019,271 c3cc47677d.pdf,PNFBr,JSC,10.16,mAcm-2
2020,271 c3cc47677d.pdf,PNFBr,FF,0.62,N/A
2021,271 c3cc47677d.pdf,PBDTT–ID,FF,0.60,N/A
2022,271 c3cc47677d.pdf,PNFBr,VOC,0.90,V
2023,271 c3cc47677d.pdf,PBDTT–FID:PC71BM(1:2,PCE,5.52,%
2024,271 c3cc47677d.pdf,PBDTT–FID:PC71BM(1:2,JSC,9.62,mAcm-2
2025,271 c3cc47677d.pdf,PBDTT–ID,VOC,0.88,V
2026,271 c3cc47677d.pdf,PNFBr,JSC,11.30,mAcm-2
2027,271 c3cc47677d.pdf,PBDTT–FID:PC71BM(1:2,VOC,0.94,V
2028,271 c3cc47677d.pdf,PNFBr,PCE,5.70,%
2029,272 ma101709h.pdf,unknown,PCE,1.05,%
2030,272 ma101709h.pdf,unknown,PCE,0.25,%
2031,272 ma101709h.pdf,unknown,PCE,0.5,%
2032,272 ma101709h.pdf,unknown,VOC,0.7,N/A
2033,272 ma101709h.pdf,unknown,PCE,0.47,%
2034,273 Sista_et_al-2012-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PCBM,PCE,1.19,%
2035,273 Sista_et_al-2012-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PCBM,PCE,0.79,%
2036,273 Sista_et_al-2012-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,VOC,0.81,V
2037,273 Sista_et_al-2012-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,8.37,%
2038,273 Sista_et_al-2012-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,0.79,%
2039,274 c2py20504a.pdf,unknown,PCE,1.32,%
2040,274 c2py20504a.pdf,PC71BM,VOC,0.85,V
2041,274 c2py20504a.pdf,PC71BM,FF,0.59,N/A
2042,274 c2py20504a.pdf,PC71BM,JSC,2.89,mAcm-2
2043,274 c2py20504a.pdf,PC71BM,PCE,1.44,%
2044,274 c2py20504a.pdf,PC71BM,PCE,0.65,%
2045,276 c3py00074e.pdf,PBDFTT-CF/PC71BM,VOC,0.63,V
2046,277 ma301254x.pdf,PBDFTT-CF-T/PC71BM-based,JSC,18,mA/cm2
2047,278 c5ta00936g.pdf,unknown,PCE,2.6,%
2048,278 c5ta00936g.pdf,PC71BM,PCE,5.23,%
2049,278 c5ta00936g.pdf,unknown,PCE,4.4,N/A
2050,278 c5ta00936g.pdf,unknown,FF,0.65,N/A
2051,278 c5ta00936g.pdf,unknown,JSC,8.05,mAcm
2052,278 c5ta00936g.pdf,unknown,PCE,5.23,%
2053,278 c5ta00936g.pdf,HOMO,VOC,0.73,V
2054,278 c5ta00936g.pdf,unknown,VOC,0.73,V
2055,278 c5ta00936g.pdf,unknown,VOC,0.65,V
2056,278 c5ta00936g.pdf,PC71BM,JSC,10,N/A
2057,278 c5ta00936g.pdf,unknown,JSC,12.37,mAcm
2058,279 Warnan_et_al-2014-Advanced_Materials.pdf,PBDFTPD(2EH/C7)showed,FF,65,%
2059,280 c4ta06140c.pdf,unknown,VOC,0.89,V
2060,280 c4ta06140c.pdf,unknown,JSC,9.77,mAcm
2061,280 c4ta06140c.pdf,unknown,PCE,4.61,%
2062,280 c4ta06140c.pdf,unknown,PCE,4.33,%
2063,280 c4ta06140c.pdf,unknown,FF,49.8,%
2064,280 c4ta06140c.pdf,unknown,FF,58.7,%
2065,280 c4ta06140c.pdf,PC71BM,PCE,4.61,%
2066,280 c4ta06140c.pdf,PC71BM,FF,58.7,%
2067,280 c4ta06140c.pdf,PC71BM,VOC,0.80,V
2068,280 c4ta06140c.pdf,unknown,VOC,0.80,V
2069,281 1-s2.0-S003238611500395X-main.pdf,unknown,VOC,0.83,V
2070,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,JSC,6.40,mA/cm2
2071,281 1-s2.0-S003238611500395X-main.pdf,PEDOT:PSS/polymer:PC71BM/PFN/Al,PCE,2.22,%
2072,281 1-s2.0-S003238611500395X-main.pdf,unknown,PCE,4.44,%
2073,281 1-s2.0-S003238611500395X-main.pdf,unknown,JSC,5.28,N/A
2074,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,VOC,0.76,V
2075,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,JSC,8.74,mA/cm2
2076,281 1-s2.0-S003238611500395X-main.pdf,HOMO,JSC,5.28,mA/cm2
2077,281 1-s2.0-S003238611500395X-main.pdf,HOMO,PCE,2.22,%
2078,281 1-s2.0-S003238611500395X-main.pdf,unknown,PCE,2.22,%
2079,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,FF,0.49,N/A
2080,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,PCE,4.44,%
2081,281 1-s2.0-S003238611500395X-main.pdf,unknown,JSC,8.74,mA/cm2
2082,281 1-s2.0-S003238611500395X-main.pdf,PC71BM,PCE,2.40,%
2083,281 1-s2.0-S003238611500395X-main.pdf,unknown,FF,0.61,N/A
2084,281 1-s2.0-S003238611500395X-main.pdf,PEDOT:PSS/polymer:PC71BM/PFN/Al,JSC,5.28,mA/cm2
2085,282 Jung_et_al-2013-Advanced_Materials.pdf,unknown,PCE,7.6,%
2086,282 Jung_et_al-2013-Advanced_Materials.pdf,PTDBD2,PCE,7.6,%
2087,282 Jung_et_al-2013-Advanced_Materials.pdf,PTDBD3,PCE,4.9,%
2088,283 ma501152v.pdf,PTR5b,JSC,12.2,mA/cm2
2089,283 ma501152v.pdf,PTR5b,VOC,0.65,V
2090,283 ma501152v.pdf,PTR5b,PCE,5,%
2091,283 ma501152v.pdf,PTB7,PCE,7.3,%
2092,284 acs.macromol.5b00514.pdf,unknown,JSC,15.88,mA/cm2
2093,284 acs.macromol.5b00514.pdf,PTB7,JSC,15,N/A
2094,284 acs.macromol.5b00514.pdf,unknown,PCE,5.13,%
2095,284 acs.macromol.5b00514.pdf,unknown,VOC,0.74,V
2096,284 acs.macromol.5b00514.pdf,PTB7,VOC,0.75,V
2097,284 acs.macromol.5b00514.pdf,unknown,PCE,7.52,%
2098,284 acs.macromol.5b00514.pdf,unknown,FF,52,%
2099,284 acs.macromol.5b00514.pdf,unknown,JSC,13.27,mA/cm2
2100,284 acs.macromol.5b00514.pdf,unknown,FF,63,%
2101,284 acs.macromol.5b00514.pdf,unknown,VOC,0.75,V
2102,285 c4ta01632g.pdf,PC71BM,PCE,5.19,%
2103,285 c4ta01632g.pdf,unknown,FF,100,%
2104,285 c4ta01632g.pdf,PC71BM,VOC,0.62,V
2105,285 c4ta01632g.pdf,unknown,PCE,5.63,N/A
2106,285 c4ta01632g.pdf,PC71BM,VOC,0.65,V
2107,285 c4ta01632g.pdf,PC71BM,JSC,6.41,N/A
2108,285 c4ta01632g.pdf,PC71BM,PCE,2.42,%
2109,286 ma501300a.pdf,PDPPDTT,PCE,6.11,%
2110,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,PCE,0.21,%
2111,287 10.1007%2Fs10965-014-0633-y.pdf,unknown,PCE,5.1,N/A
2112,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,JSC,0.86,mA/cm2
2113,287 10.1007%2Fs10965-014-0633-y.pdf,PC71BM)is,PCE,0.21,%
2114,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,VOC,0.75,V
2115,287 10.1007%2Fs10965-014-0633-y.pdf,unknown,PCE,7.3,%
2116,287 10.1007%2Fs10965-014-0633-y.pdf,PDTBDT-ID/PC71BM,FF,0.33,%
2117,287 10.1007%2Fs10965-014-0633-y.pdf,DTBDTs-based,PCE,7.3,%
2118,287 10.1007%2Fs10965-014-0633-y.pdf,PC71BM(W:W,PCE,4.43,%
2119,288 c4ra14532a.pdf,unknown,PCE,5.63,N/A
2120,288 c4ra14532a.pdf,unknown,VOC,0.70,V
2121,289 c5cc03815d.pdf,PC71BM)as,PCE,6.81,%
2122,289 c5cc03815d.pdf,PC71BM,VOC,0.82,V
2123,289 c5cc03815d.pdf,PC71BM,JSC,13.4,mAcm-2
2124,289 c5cc03815d.pdf,PC71BM,PCE,6.05,%
2125,289 c5cc03815d.pdf,PC71BM,FF,55.1,%
2126,290 acs.chemmater.6b02030.pdf,unknown,PCE,11.3,%
2127,290 acs.chemmater.6b02030.pdf,DTDCNBT)based,FF,0.3,N/A
2128,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-h,FF,0.71,N/A
2129,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-l,FF,0.54,N/A
2130,291 Yue_et_al-2015-Advanced_Materials.pdf,TBTIT-h:PC,FF,0.71,N/A
2131,292 cl.170307.pdf,PC71BM,FF,0.67,N/A
2132,292 cl.170307.pdf,PC71BM,PCE,1.19,%
2133,292 cl.170307.pdf,unknown,JSC,4.43,N/A
2134,292 cl.170307.pdf,PC71BM,JSC,10.07,N/A
2135,292 cl.170307.pdf,unknown,PCE,1.6,%
2136,292 cl.170307.pdf,unknown,JSC,4.39,N/A
2137,292 cl.170307.pdf,unknown,VOC,0.63,N/A
2138,292 cl.170307.pdf,unknown,VOC,0.62,N/A
2139,293 jacs.6b03498.pdf,HOMO,VOC,0.85,V
2140,293 jacs.6b03498.pdf,unknown,PCE,5.5,%
2141,293 jacs.6b03498.pdf,HOMO,FF,68.2,%
2142,295 acs.macromol.5b01275.pdf,EHOMO,JSC,10,N/A
2143,295 acs.macromol.5b01275.pdf,unknown,PCE,3.85,%
2144,295 acs.macromol.5b01275.pdf,ELUMO,JSC,3.17,N/A
2145,295 acs.macromol.5b01275.pdf,EHOMO,VOC,0.7,N/A
2146,295 acs.macromol.5b01275.pdf,unknown,PCE,4.7,%
2147,295 acs.macromol.5b01275.pdf,ELUMO,JSC,6.14,mA/cm2
2148,295 acs.macromol.5b01275.pdf,unknown,FF,54.79,N/A
2149,295 acs.macromol.5b01275.pdf,ELUMO,JSC,3.17,mA/cm2
2150,296 acs.macromol.6b00540.pdf,PC71BM,JSC,8.6,mAcm−2
2151,296 acs.macromol.6b00540.pdf,unknown,VOC,0.9,V
2152,296 acs.macromol.6b00540.pdf,unknown,JSC,10.5,N/A
2153,296 acs.macromol.6b00540.pdf,unknown,JSC,15.2,N/A
2154,296 acs.macromol.6b00540.pdf,unknown,FF,59,%
2155,296 acs.macromol.6b00540.pdf,unknown,JSC,15.7,mAcm−2
2156,296 acs.macromol.6b00540.pdf,LUMO,PCE,1,N/A
2157,296 acs.macromol.6b00540.pdf,unknown,JSC,14.2,N/A
2158,296 acs.macromol.6b00540.pdf,unknown,VOC,0.70,N/A
2159,296 acs.macromol.6b00540.pdf,unknown,PCE,7.1,%
2160,297 acs.macromol.6b01580.pdf,unknown,PCE,7.4,%
2161,297 acs.macromol.6b01580.pdf,unknown,PCE,9.4,%
2162,297 acs.macromol.6b01580.pdf,unknown,PCE,8.27,%
2163,298 acs.macromol.6b02702.pdf,unknown,JSC,1.22,mA/cm2
2164,298 acs.macromol.6b02702.pdf,unknown,FF,38.0,%
2165,298 acs.macromol.6b02702.pdf,unknown,JSC,7.06,mA/cm2
2166,298 acs.macromol.6b02702.pdf,EDPP(Figure,VOC,0.68,V
2167,298 acs.macromol.6b02702.pdf,unknown,VOC,0.674,V
2168,298 acs.macromol.6b02702.pdf,unknown,FF,64.3,%
2169,298 acs.macromol.6b02702.pdf,unknown,JSC,8.37,mA/cm2
2170,298 acs.macromol.6b02702.pdf,unknown,PCE,7.4,%
2171,298 acs.macromol.6b02702.pdf,unknown,JSC,1.20,mA/cm2
2172,298 acs.macromol.6b02702.pdf,unknown,FF,51.0,%
2173,298 acs.macromol.6b02702.pdf,unknown,PCE,0.45,%
2174,298 acs.macromol.6b02702.pdf,unknown,FF,57.3,%
2175,298 acs.macromol.6b02702.pdf,unknown,VOC,0.697,V
2176,298 acs.macromol.6b02702.pdf,unknown,PCE,6.71,%
2177,298 acs.macromol.6b02702.pdf,unknown,VOC,0.716,V
2178,298 acs.macromol.6b02702.pdf,unknown,PCE,0.33,%
2179,298 acs.macromol.6b02702.pdf,unknown,VOC,0.725,V
2180,299 1-s2.0-S0014305716301240-main.pdf,PTF2:PC70BM(1,PCE,2.13,%
2181,299 1-s2.0-S0014305716301240-main.pdf,unknown,PCE,7,N/A
2182,299 1-s2.0-S0014305716301240-main.pdf,PTF1,PCE,0.51,%
2183,299 1-s2.0-S0014305716301240-main.pdf,unknown,PCE,8.0,%
2184,299 1-s2.0-S0014305716301240-main.pdf,PTF2:PC70BM(1,FF,8.7,mAcm-2
2185,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,VOC,0.77,V
2186,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,PCE,4.72,%
2187,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,PCE,1.65,%
2188,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,FF,0.50,N/A
2189,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,FF,0.50,N/A
2190,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,FF,0.57,N/A
2191,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,4.41,mAcm
2192,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,PCE,1.65,%
2193,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,10.75,mAcm
2194,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,JSC,4.41,mAcm
2195,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,JSC,10.75,mA/cm2
2196,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,VOC,0.77,V
2197,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,JSC,10.75,mAcm
2198,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,PCE,4.72,%
2199,300 1-s2.0-S0032386115300719-main.pdf,PC71BM,VOC,0.75,V
2200,300 1-s2.0-S0032386115300719-main.pdf,PC71BM(1:3)as,FF,0.57,N/A
2201,301 acsami%2E5b03446.pdf,unknown,PCE,6.3,%
2202,301 acsami%2E5b03446.pdf,unknown,VOC,1,N/A
2203,301 acsami%2E5b03446.pdf,unknown,PCE,10.31,%
2204,301 acsami%2E5b03446.pdf,PTVTPD,PCE,4.68,%
2205,301 acsami%2E5b03446.pdf,unknown,PCE,7.3,%
2206,301 acsami%2E5b03446.pdf,unknown,PCE,6.71,%
2207,301 acsami%2E5b03446.pdf,unknown,PCE,8.0,%
2208,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,PBBTz-,FF,0.56,N/A
2209,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,3.84,%
2210,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,UCLA,PCE,11.0,%
2211,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,PBBTzCz,FF,0.30,N/A
2212,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,UCLA,PCE,10.6,%
2213,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,FF,0.57,N/A
2214,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,6,N/A
2215,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,TRMC,PCE,3.20,%
2216,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,unknown,PCE,12.0,%
2217,302 Tsuji_et_al-2014-Advanced_Functional_Materials.pdf,TRMC,PCE,2.37,%
2218,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,5.61,%
2219,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,VOC,0.78,V
2220,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,FF,0.61,N/A
2221,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,5.61,%
2222,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,4.79,%
2223,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PC71BM,PCE,2.62,%
2224,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,JSC,11.79,mAcm22
2225,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,2.80,%
2226,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,DTFFBT/PC71BM,PCE,2.62,%
2227,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,PCE,2.80,%
2228,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,unknown,FF,0.41,N/A
2229,303 Zhao_et_al-2016-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,CN1TA)at,PCE,5.61,%
2230,304 ma200740.pdf,PCBM,VOC,0.65,V
2231,304 ma200740.pdf,PCBM,JSC,11.8,mA/cm2
2232,304 ma200740.pdf,PCBM,PCE,3.5,%
2233,305 cm8006638.pdf,PCPDTTBTT/fullerene,PCE,2.1,%
2234,305 cm8006638.pdf,unknown,PCE,2.1,%
2235,305 cm8006638.pdf,unknown,FF,0.40,N/A
2236,306 ma3009178.pdf,PCPDTFBT/PC71BM,JSC,14.4,mAcm−2
2237,306 ma3009178.pdf,PCPDTFBT/PC71BM,PCE,5.32,%
2238,306 ma3009178.pdf,PCPDTBT,VOC,0.59,V
2239,306 ma3009178.pdf,PCPDTFBT/PC71BM,VOC,0.76,V
2240,306 ma3009178.pdf,PCPDTFBT/PC71BM,FF,51,%
2241,306 ma3009178.pdf,PCPDTBT/PC71BM,VOC,0.65,V
2242,306 ma3009178.pdf,PCPDTFBT,PCE,5.32,%
2243,306 ma3009178.pdf,PCPDTFBT/PC71BM,VOC,0.77,V
2244,306 ma3009178.pdf,PCPDTFBT/PC71BM,FF,48,%
2245,306 ma3009178.pdf,PCPDTBT/PC71BM,VOC,0.75,V
2246,306 ma3009178.pdf,PCPDTBT,PCE,3.69,%
2247,306 ma3009178.pdf,PCPDTFBT/PC71BM,PCE,5.51,%
2248,306 ma3009178.pdf,PCPDTFBT,PCE,5.81,%
2249,306 ma3009178.pdf,PCPDTBT/PC71BM,PCE,5.51,%
2250,306 ma3009178.pdf,PCPDTBT/PC71BM,JSC,10.1,mAcm−2
2251,306 ma3009178.pdf,PCPDTBT/PC71BM,PCE,2.75,%
2252,306 ma3009178.pdf,PCPDTBT/PC71BM,FF,42,%
2253,306 ma3009178.pdf,PCPDTFBT/PC71BM,JSC,15.0,mAcm−2
2254,307 c0cc01087a.pdf,unknown,JSC,10.6,mAcm-2
2255,307 c0cc01087a.pdf,unknown,FF,11.2,mAcm-2
2256,307 c0cc01087a.pdf,unknown,PCE,6.4,%
2257,308 ja3081583.pdf,PBTISi-C6-based,PCE,6.3,%
2258,308 ja3081583.pdf,PTPDSi-C8-based,FF,64.9,%
2259,308 ja3081583.pdf,unknown,JSC,12.81,mA/cm2
2260,308 ja3081583.pdf,PTPDSi-C8-based,PCE,6.83,%
2261,308 ja3081583.pdf,HOMOs,PCE,2,N/A
2262,308 ja3081583.pdf,PBTISi-,VOC,0.803,V
2263,308 ja3081583.pdf,unknown,FF,52.6,%
2264,308 ja3081583.pdf,PBTISi-C8-based,PCE,6.41,%
2265,308 ja3081583.pdf,unknown,PCE,6.41,%
2266,308 ja3081583.pdf,unknown,VOC,0.88,V
2267,308 ja3081583.pdf,PTPDSi-C8-based,JSC,11.90,mA/cm2
2268,308 ja3081583.pdf,PBTISi-,PCE,6.41,%
2269,308 ja3081583.pdf,unknown,FF,62.3,%
2270,308 ja3081583.pdf,PBTISi-,JSC,12.81,mA/cm2
2271,308 ja3081583.pdf,unknown,PCE,2.67,%
2272,308 ja3081583.pdf,PBTIBDT(Figure,PCE,5.5,%
2273,308 ja3081583.pdf,unknown,VOC,0.803,V
2274,308 ja3081583.pdf,unknown,PCE,6.1,%
2275,308 ja3081583.pdf,P3TI(Figure,PCE,6.3,%
2276,308 ja3081583.pdf,unknown,JSC,6.06,mA/cm2
2277,308 ja3081583.pdf,PTPDSi-C8-based,VOC,0.885,V
2278,308 ja3081583.pdf,HOMO,PCE,6.83,%
2279,308 ja3081583.pdf,unknown,VOC,0.838,V
2280,308 ja3081583.pdf,PBTISi-,FF,62.3,%
2281,309 c1jm13628c.pdf,unknown,JSC,18.6,mAcm-2
2282,309 c1jm13628c.pdf,unknown,JSC,11.6,mAcm-2
2283,309 c1jm13628c.pdf,unknown,PCE,4.5,%
2284,309 c1jm13628c.pdf,PC70BM,VOC,0.61,V
2285,309 c1jm13628c.pdf,unknown,PCE,1,N/A
2286,309 c1jm13628c.pdf,unknown,VOC,0.56,V
2287,309 c1jm13628c.pdf,PC70BM,FF,0.43,N/A
2288,309 c1jm13628c.pdf,PC70BM,PCE,1.2,%
2289,309 c1jm13628c.pdf,unknown,FF,0.42,N/A
2290,309 c1jm13628c.pdf,PC70BM,JSC,4.68,mAcm-2
2291,309 c1jm13628c.pdf,unknown,FF,0.43,N/A
2292,309 c1jm13628c.pdf,unknown,PCE,4.32,N/A
2293,309 c1jm13628c.pdf,unknown,VOC,0.56,N/A
2294,309 c1jm13628c.pdf,unknown,JSC,18.4,N/A
2295,309 c1jm13628c.pdf,unknown,JSC,11,N/A
2296,309 c1jm13628c.pdf,unknown,PCE,2.85,%
2297,310 ja204056m.pdf,unknown,JSC,11.5,mA/cm2
2298,310 ja204056m.pdf,HOMO,VOC,40,N/A
2299,310 ja204056m.pdf,unknown,PCE,7.3,%
2300,310 ja204056m.pdf,unknown,JSC,12.6,mA/cm2
2301,310 ja204056m.pdf,unknown,VOC,0.89,V
2302,310 ja204056m.pdf,HOMO,PCE,7.3,%
2303,310 ja204056m.pdf,unknown,VOC,0.85,V
2304,310 ja204056m.pdf,unknown,FF,68,%
2305,311 ma2013496.pdf,unknown,FF,0.53,N/A
2306,311 ma2013496.pdf,unknown,FF,0.36,N/A
2307,311 ma2013496.pdf,unknown,PCE,7.3,%
2308,311 ma2013496.pdf,unknown,PCE,1.5,%
2309,311 ma2013496.pdf,unknown,JSC,10.5,mAcm
2310,311 ma2013496.pdf,unknown,VOC,0.80,V
2311,311 ma2013496.pdf,unknown,PCE,4.1,%
2312,311 ma2013496.pdf,unknown,PCE,2.9,%
2313,311 ma2013496.pdf,unknown,PCE,1.2,%
2314,311 ma2013496.pdf,unknown,JSC,9.7,mAcm
2315,312 ma201054a.pdf,PTBSTT:PC71BM(1:2)solar,FF,2.73,mA/cm2
2316,312 ma201054a.pdf,PSDTTT:PC71BM(1,PCE,5.3,%
2317,313 c2ta01143c.pdf,PC71BM,PCE,5.26,%
